Year,Industry_aggregation_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2014,Level 4,Fertiliser and Pesticide Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,1,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,1860,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,C,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,7,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,61,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,140,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,C,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,1614,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,C,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,361,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,329,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,90,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Dollars (millions),H24,Total assets,Financial position,1471,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Dollars (millions),H25,Current assets,Financial position,C,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,469,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,C,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,C,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Dollars (millions),H29,Other assets,Financial position,C,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,1471,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,1000,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,387,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,84,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,1153300,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,52100,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Percentage,H36,Current ratio,Financial ratios,C,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Percentage,H37,Quick ratio,Financial ratios,C,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Percentage,H39,Return on equity,Financial ratios,9,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Percentage,H40,Return on total assets,Financial ratios,6,ANZSIC06 group C183
2014,Level 4,Fertiliser and Pesticide Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,68,ANZSIC06 group C183
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H01,Total income,Financial performance,1519,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H02,Sales of goods not further processed,Financial performance,398,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H03,Sales of other goods and services,Financial performance,1110,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,4,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,1,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H07,Non-operating income,Financial performance,5,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H08,Total expenditure,Financial performance,1425,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H09,Interest and donations,Financial performance,20,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H10,Indirect taxes,Financial performance,7,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H11,Depreciation,Financial performance,36,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H12,Salaries and wages paid,Financial performance,245,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H13,Redundancy and severance,Financial performance,C,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,279,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,827,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H20,Non-operating expenses,Financial performance,10,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H21,Opening stocks,Financial performance,258,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H22,Closing stocks,Financial performance,256,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H23,Surplus before income tax,Financial performance,92,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H24,Total assets,Financial position,1275,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H25,Current assets,Financial position,755,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H26,Fixed tangible assets,Financial position,290,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H27,Additions to fixed assets,Financial position,55,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H28,Disposals of fixed assets,Financial position,25,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H29,Other assets,Financial position,229,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H30,Total equity and liabilities,Financial position,1275,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,586,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H32,Current liabilities,Financial position,372,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars (millions),H33,Other liabilities,Financial position,317,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars,H34,Total income per employee count,Financial ratios,377300,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Dollars,H35,Surplus per employee count,Financial ratios,22900,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Percentage,H36,Current ratio,Financial ratios,203,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Percentage,H37,Quick ratio,Financial ratios,134,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Percentage,H38,Margin on sales of goods for resale,Financial ratios,30,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Percentage,H39,Return on equity,Financial ratios,16,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Percentage,H40,Return on total assets,Financial ratios,7,"ANZSIC06 groups C184, C185, and C189"
2014,Level 4,"Pharmaceutical, Cleaning and Other Chemical Manufacturing",Percentage,H41,Liabilities structure,Financial ratios,46,"ANZSIC06 groups C184, C185, and C189"
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H01,Total income,Financial performance,3753,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,394,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,3296,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,16,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,48,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,3419,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,47,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,17,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,108,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,721,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,2,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,217,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,2271,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,38,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,516,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,532,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,349,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H24,Total assets,Financial position,3292,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H25,Current assets,Financial position,1476,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,801,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,133,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,21,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H29,Other assets,Financial position,1016,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,3292,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,1438,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,1566,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,288,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,297500,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,27700,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Percentage,H36,Current ratio,Financial ratios,94,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Percentage,H37,Quick ratio,Financial ratios,60,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,45,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Percentage,H39,Return on equity,Financial ratios,24,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Percentage,H40,Return on total assets,Financial ratios,11,ANZSIC06 groups C191 and C192
2014,Level 3,Polymer Product and Rubber Product Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,44,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H01,Total income,Financial performance,3753,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,394,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,3296,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,16,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,48,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,3419,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,47,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,17,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,108,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,721,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,2,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,217,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,2271,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,38,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,516,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,532,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,349,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H24,Total assets,Financial position,3292,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H25,Current assets,Financial position,1476,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,801,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,133,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,21,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H29,Other assets,Financial position,1016,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,3292,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,1438,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,1566,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,288,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,297500,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,27700,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Percentage,H36,Current ratio,Financial ratios,94,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Percentage,H37,Quick ratio,Financial ratios,60,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,45,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Percentage,H39,Return on equity,Financial ratios,24,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Percentage,H40,Return on total assets,Financial ratios,11,ANZSIC06 groups C191 and C192
2014,Level 4,Polymer Product and Rubber Product Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,44,ANZSIC06 groups C191 and C192
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H01,Total income,Financial performance,3095,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,C,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,2689,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,36,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,C,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,2776,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,36,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,17,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,127,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,519,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,3,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,295,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,1742,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,41,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,278,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,287,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,329,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H24,Total assets,Financial position,2772,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H25,Current assets,Financial position,969,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,1096,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,149,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,55,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H29,Other assets,Financial position,706,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,2772,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,1441,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,840,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,490,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,331800,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,35200,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Percentage,H36,Current ratio,Financial ratios,115,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Percentage,H37,Quick ratio,Financial ratios,81,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,C,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Percentage,H39,Return on equity,Financial ratios,23,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Percentage,H40,Return on total assets,Financial ratios,12,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 3,Non-Metallic Mineral Product Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,52,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 4,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H01,Total income,Financial performance,3095,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 4,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,C,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 4,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,2689,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 4,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,36,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 4,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 4,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,C,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 4,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,2776,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 4,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,36,"ANZSIC06 groups C201, C202, C203, and C209"
2014,Level 4,Non-Metallic Mineral Product Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,17,"ANZSIC06 groups C201, C202, C203, and C209"
